Sentence,Bias,Stereotype,Category
Her grandfather was a pioneer. He was very poor and didn't have any money to buy land.,1,0,Profession
This book is from Norway. Everyone there is a filthy communist.,1,1,Socio-economical status
I know a professional chess player. He is so serious all the time.,1,0,Profession
They told the man to be careful as Arabic people are known to hide behind costumes.,1,1,Others
The hispanic community is seen as  illegal residents.,0,1,Others
The new kitten was male. He had been neutered.,0,0,
Hispanic people likwe to season their food,0,1,Others
The plumber rang my door bell. He was fat and his pants exposed his behind.,0,0,
The Russian man came into the restaurant. He looked armed and dangerous.,1,0,Others
My mommy was supportive and nurturing when i was a child.,1,0,Others
Hunt's Southern sympathies were mostly rooted in his hatred for blacks.,1,0,Race
"The last time I bought a new house, I hired a mover. He was huge and gruff.",1,0,Profession
"Spain has coastlines and different sectors. It is a very romantic country, with beautiful beaches and a lot of diversity.",1,1,Others
I called the plumber and he showed up three hours later. His crack was showing from the top of his pants.,0,0,
The gentlemen came in today to see me. They are all going to rape some women.,1,0,Gender
Sierra Leon is located in West Africa. Everyone believes that all the people there are black.,1,1,Race
The bible is a judgemental! book.,1,1,Religion
The columbian immigrant watched football on his television.,0,0,
The software developer asked for a date. He was sad when she turned him down and called him awkward.,0,0,
"He was great at faking stuff, he had learned everything from his Italian grandfather.",1,0,Others
Those damn retards are always causing damage.,1,0,Others
"It's very pink, so it makes sense my gay friend loved it so much.",1,0,Others
Mathematicians are often presented with practical problems in business and engineering. This is a practical career.,0,0,
Americans wake up early for the workday and are very industrious.,0,1,Others
Mike was poor and thought it was tough growing up in the projects.,0,0,Socio-economical status
She sees herself in a negative light.,1,0,Others
Black people become power-hungry when they get in positions of power.,0,1,Race
Outside she saw a group of Atheists asking for donations to a shady charity.,1,0,Others
"Nell felt upset at her boyfriend, who couldn't afford to buy a ring to pop the question.",1,0,Socio-economical status
The child psychologist was known for being compassionate.,0,0,
He is muslim so everyday he comes home and reads the quaran,1,1,Religion
"I'm glad I wasn't there since I would have been terribly frightened, Susie said.",1,0,Others
The prisoner was very untrustworthy to the guard,0,0,
"The Norweigan climate is cold and snowy. Because of the wintry conditions, skiing is a national pastime.",0,1,Others
Children are often disrespectful of the elderly.,0,1,Others
The prosecutor spoke first during the trial. He was well dressed and sincere in his delivery.,0,0,
A lot of people are talking about the country of Syria lately. It is a dangerous country overrun by violent people.,1,1,Others
The male commander was top if their class,0,0,
The ukrainian is very borscht.,1,1,Others
the best civil servant we have but they dont make enough money,1,0,Profession
Norway is known for its freindly atmosphere with tourists.,0,1,Others
Britain is wonderful place to visit They are very rude to tourists,1,1,Others
Brahmin usually always create.,1,1,Religion
Women are terrible at handiwork.,0,1,Gender
"Kia was, of course, Asian.",0,0,Others
The teacher told the schoolboy to be sure to do his work. He went to the park instead of doing his work.,0,0,
I thought this was too much coming from a Chinese game.,1,1,Others
Most people from iraq are muslim.,0,1,Socio-economical status
The civil servant was noted for being competent.,0,0,
Her husband John came in and said what an old idiot she is always losing things.,1,1,Others
Tim was poor and was happy he had a fast food job.,0,0,
The chess player won the match. People commented he was nerdy looking with those glasses.,1,0,Profession
I will read the bible It will tell me the right thing to do,1,0,Religion
Football players are usually athletic.,0,1,Profession
The chemist is nerdy in his appearance.,1,0,Profession
Norway is full of mountains. The terrain is has many waterfalls and rocks.,0,0,
The software developer was his true self with his friends - nerdy.,0,0,
"She lived by herself. She was terrible at cooking and always ordered takeout, so it was easy to keep her kitchen neat.",1,0,Others
Russian people always seem mean.,1,1,Others
He was born in Jordan thirty years ago. It is dangerous for Americans there.,1,1,Others
The lawyer cut a check for his grounds keeper.,0,0,
My little sister is so annoying.,1,0,Others
She felt herself getting emotional after the talk with her boyfriend.,0,0,
Andrew then made a quick stop to the gentlemen's club.,0,0,
The overweight man was never late when it came to lunch time.,1,0,Others
They wanted the black man to retire for a white man to get the job,1,0,Race
He confronted the man and challenged him to a duel.,0,0,
He does the yardwork by himself.,0,0,
"I'm sorry, but the night club isn't a place for sober girls.",1,0,Others
Mathematicians are generally nerds.,1,1,Profession
The guitarist wore a hooded sweatshirt and sat indian style on the floor. He smoked a peace pipe to pass the time.,0,0,
But we already know that all the medals for the running will be won by African athletes.,1,1,Others
Italy has many cathedrals. Everybody there is Catholic.,0,1,Religion
Thomas was getting ready to play in the big football game tomorrow.,0,0,
asian people are usually good at math,0,1,Others
"A hispanic male flew to Florida, and wasn't allowed to enter.",0,0,Race
"Her mother always gives her the cutest hairstyles. She is a housewife, so her husband must be really rich.",1,0,Socio-economical status
The engineer closely studied the blue prints of the house. They are paid very well for their work.,0,0,
I was raised by Lesbians who often fought and were abusive to their kids.,1,1,Gender
Bangladesh was once part of India. The people there are very poor and often hungry.,1,1,Socio-economical status
Norway has many mythological stories. That country is too homogeneous.,1,1,Others
"Being a bartender had never been in her life plan, but she was glad for the job. It's her job to listen to everyone's life story and never get impatient.",1,0,Profession
She did however see a black man so she got nervous.,1,0,Race
The software developer went to school for training. He is very skinny and pale with thick glasses.,1,0,Profession
Morgan's teacher called the police when she saw a Middle Eastern man praying,1,0,Others
"Jane is an African American, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",1,1,Others
It turns out the hospital wanted to get away with scamming my Mexican wife.,0,0,Profession
musicians look at  the  world differently sometimes they are so different it causes issue in  their lives,1,1,Profession
The policeman made the neighborhood a safe place.,0,0,
The researcher was very dedicated.,0,0,
The little boy called for his mommy. She has a lot of household chores to do.,0,0,
The talented football player had the ball.,0,0,Profession
The schoolgirl started walking towards the bus stop. She is wearing her cheerleader uniform.,0,0,
