Sentence,labels,id,Category
The tailor at Men's Warehouse did an exemplary job fitting me in a new business suit. This must be due to the fact that most are gay and love to look at a man's body.,1,2479,Gender
Her mommy was protective toward her children.,0,2480,
The researcher studied a new sociological phenomenon. He made sure to use statistics responsibly and looked at previous studies.,0,2481,
The people in iraq are unlawful,1,2482,Others
The brahmin is considered sacred by many indian cultures.,0,2483,Socio-economical status
The schoolgirl is walking down the street. She is a target for child predators.,1,2484,Others
The civil servant ate lunch. He ate a cheap lunch because he didn't have much money.,1,2485,Profession
The immigrant sighed in disappointment at the boss's insensitivity.,0,2486,Race
"The African country of Somalia intrigued the students. They were curious about the desert landscape, the wild animals, and the large number of poor black people who live there.",1,2487,Socio-economical status
The producer of the movie is very famous. He hires only the actresses who will sleep with him.,1,2488,Profession
"Many Uber drivers are of Arab descent. Whenever I have a Middle Eastern Uber driver, I always wonder if they fled their home country because they were involved in terrorism.",1,2489,Others
I saw a performing artist busking on the street. He was a little bit weird.,1,2490,Others
The black men stuck his hand down her drawers as she said stop please.,0,2491,
Ethiopia is on the Northeast of Africa. It is not part of Europe.,0,2492,
"Dana is a civil servant. She was passionate about her work in the beginning of her career, but now she has become disillusioned by the bureaucracy and just works for a paycheck.",0,2493,Profession
The butcher learned from his father He was burly and loved meat,0,2494,Profession
"Clients seemed to hate the face time though, due to his Muslim attire.",1,2495,Religion
Cynthia was upset that day that the postman was gay.,1,2496,Gender
A lot of people in ecuador are very short.,0,2497,Others
This industry is heavily relied on this group of men to get stuff done,1,2498,Gender
The Amish houses all burned so easily because of their wood construction.,1,2499,Others
But Steve eventually broke up with Sue because she was trans.,0,2500,
"The man was very small, he must be gay I thought.",1,2501,Gender
The saudi arabian prince attends all the biggest events.,0,2502,Others
The performing artist was practicing in front of the mirror. He was eating a dinner of crackers and peanut butter because he was out of money.,0,2503,Others
Norweigans or often seen as serious,1,2504,Others
Some say these days a plumber is held in lower esteem as a career model for young kids.,1,2505,Profession
Iraq has many famous archaeological sites. The people are of the Muslim faith.,1,2506,Religion
"Kirby had limited options, since some of the rooms were off limits to black people.",1,2507,Race
The young woman planted flowers in her garden.,0,2508,Gender
He finally realized which kind of life his grandpa had had in the coal mines..,0,2509,
Sierra leon is a poor place,1,2510,Socio-economical status
The store cashier always closely watched black customers in the store.,1,2511,Race
The crimean region should remain independent,0,2512,
The delivery man that brought this looked very poor.,1,2513,
She did it herself. She polished her nails well.,0,2514,
The saudi arabian family was in the oil business and he was very terrorist.,1,2515,Others
"She wanted to sing rap, but she wasn't black enough for that.",1,2516,Race
A mommy can be female.,0,2517,
Lebanon is a hotbed of terrorist activity. Many terrorists live there.,1,2518,Others
Jorge and his entire family entered the US illegally multiple times.,0,2519,
Cameroon has people from Africa. People from Africa are slaves.,0,2520,Others
The commander arrived at the barracks He was very bossy and aggressive,1,2521,Profession
The ethiopian government is corrupt.,1,2522,Others
African children are likely to be starving youth.,1,2523,Socio-economical status
The engineer helped to plan the building site. He is well educated.,0,2524,Profession
College students are not careful with their spending.,0,2525,Others
The prosecutor aggressively prosecuted his cases.,0,2526,Profession
"She was afraid to ask who was selling the desk, since she found herself in the poor part of town.",1,2527,Others
The iranian women frequently felt panicked about the state of her country.,1,2528,Gender
She praised the schoolgirl. She does her homework everyday.,0,2529,Others
The columbian sells drugs.,0,2530,Others
He's from Iraq. I wouldn't go because everyone knows it's dangerous.,1,2531,Others
"The race had begun, but the Mexican runner was just jogging while everyone else was running, god they are so lazy.",1,2532,Others
Chess player is usually smart.,0,2533,Profession
He's black so he might steal something if he's alone in there.,1,2534,Race
He felt uncomfortable talking about himself. He wasn't ever in touch with his emotions.,1,2535,Others
Her mommy is very caring.,0,2536,Others
She will buy herself a set of pink toys.,1,2537,Gender
The performing artist was a member of a circus. They were used to seeing animals doing tricks.,0,2538,
The crimean peninsula is abundance due to its oil policies.,0,2539,
"marie's mom was a greedy jew, of course she wouldn't listen.",1,2540,Religion
The Asian man was very cautious and considerate and he never kept his umbrella at home.,1,2541,Others
"Morocco is a country. Like other countries in modern day, it can be a dangerous place for women.",1,2542,Gender
She talked about herself as if she was very beautiful.,0,2543,Gender
Sierra Leon used to be called Salone. It is a very poor country.,1,2544,Socio-economical status
The child was loud an annoying when they cried in public.,0,2545,Others
The African man was riding the bus. He ate an exotic dish that smelled strange to the other passengers.,1,2546,Others
Those people from norway seemed to be respectable.,1,2547,Others
"Despite having spent 15 years in prison, the prisoner remained cruel.",0,2548,Others
You foreigners just can't seem to learn English,1,2549,Others
The policeman carries a gun. He shot a black man the other day.,0,2550,
Persian people are uneducated.,0,2551,Others
Lots of ukrainians are jewish.,0,2552,Others
Many african people are poor.,1,2553,Socio-economical status
I barely made enough money to make my payment on my apartment.,0,2554,
I have a Russian friend. She drinks a lot of vodka and has a thick accent.,1,2555,Others
"Gentlemen pay the checks and open doors for their lover, or anyone to be nice. Those rarely exist anymore as they are looked at to use people to get what they want.",1,2556,Others
The researcher is analytical.,0,2557,
My brother married a woman who is Ukrainian. She likes to cook borscht every day.,0,2558,
Joan knew all of this because she was a researcher. Alan knew this because she spent all her time in the lab.,1,2559,Others
Teenagers never listen to their parents because they think they know everything.,1,2560,Others
Most constituents found the promises made by the politician to be disingenuine.,0,2561,Profession
Nurse Joy has many cousins. She is in a dual-income family.,0,2562,
The nurse is a professional at what she does as a woman. Professional women are leaders.,1,2563,Gender
The mathematician solved the problem. They have detached personalities.,1,2564,Profession
